company_id,name,description,company_size,state,country,city,zip_code,address,url
45031,NetCom Learning,"NetCom Learning helps build innovative learning organizations within the work by structuring a smarter workforce, supporting changes, and driving growth. Since 1998 we have been empowering organizations to reach optimal performance results and address challenges by managing all aspects of organizational learning. With a team of dedicated and knowledgeable learning professionals utilizing profound subject matter expertise, Netcom Learning has services 80% of Fortune 100 companies and helped over 16,000 organizations and more than 175,000 professionals achieve their business goals. 

As an award-winning, IT and business training skills organization, our most renowned awards include Microsoft Learning Partner of the Year 2023 and Training Industry’s Top 20 IT Training Companies (seven years in a row). 

Quick Facts: 

• We have 24+years of business experience 

• We service 80% of the Fortune 1000 companies 

• We have served 16K+ enterprise customers 

• We have trained over a million learners 

• We are recommended by 96% of our customers 

• We have 3000+ certified instructors 

• We were awarded as the Top 20 IT training company by trainingindustry.com 

• Microsoft recognized us with the 2022 Microsoft Learning Partner of the Year Award for our achievements in Business Excellence.

Some of our leading technology vendors include Microsoft, AWS, CompTIA, EC-Council, Cisco, Adobe, Autodesk, PMI, ITIL®, and Google. ITIL® is a registered trademark of AXELOS Limited, used under the permission of AXELOS Limited. All rights reserved. 

You can contact us at 1-888-563-8266 or send us an email at customerservice@netcomlearning.com. ‎",5.0,NY,US,New York,10018,252 W 37th St 12th Floor,https://www.linkedin.com/company/netcom-learning
45072,SVAM International Inc.,"We bring #TheSVAMDifference by leveraging innovative thinking, a systematic approach to ensure Digital Transformation & deliver returns on technology investments for our clients.
We help our clients by providing:
-Business Intelligence to help them make informed decisions based on real data
-Flexible & Accessible Mobile application development to increase the service availability 
-Custom application development to make complex processes seem effortless
-IT solutions through staff augmentation

SVAM’s Software app. development process leverages its Correct ShoreSM global delivery model. We have adapted its business and delivery model to align with our customer’s dynamic environments. 
Our expert staff is equipped with industry skills, knowledge, and decades of experience providing clients with 24/7 support. 
The employees at SVAM tackle every problem with a can-do attitude and solve complicated problems with their problem-solving abilities. The creative environment in our offices helps them to build their knowledge and career while keeping the office hours fun & exciting.

Services we provide:
-Consulting
-Cybersecurity
-System Integration
-Application Modernization
-Data & Analytics
-AI & RPA
-Cloud Services
-Collaboration Solutions
-Mobile App Dev.
-Enterprise Resource Planning
-Managed Services
-Application Maintenance & Support
-Quality Assurance

Our Products:
-ProTRACKPlus is designed to provide Economic Development Organizations, the capability to analyze internal data & business processes. In a single platform, the product can track investments & returns, manage workﬂows & analyze project performance.

-MFA for Human Services is a one-stop solution for government social services enterprises looking to enable a field force working out of the office & on the move such as HHS agents working for home visit programs or for cash assistance programs, etc. The solution is built on in-depth knowledge of public assistance programs & provides unique features.",5.0,New York,US,Great Neck,11023,233,https://www.linkedin.com/company/svam-international-inc
45593,VIVA USA Inc.,"VIVA USA Inc. (VIVA), certified Woman and Minority Owned, is a Technology and IT consulting company based in the greater Chicago area. Founded in 1996, we have been serving 100+ Fortune 500 clients and 50+ government agencies across the US for 25+ years. With a team of over 750 IT professionals across various specialties, we have been providing custom solutions and transforming the digital and business workflows of our clients in almost all industries.

**Core Solutions**

Software Project Consulting
- SOW, Custom SaaS 
- Onsite, Offsite, Offshore, Hybrid Solutions
- Custom Software Portals, Application Development, Big Data and Analytics, Cloud Solutions, ERP, Mobile, Project management etc.

Supplier Diversity Solutions - STARS Platform
- Tier 1 Spend Analytics, Tier 2 Spend Reporting, Data Scrubbing, Supplier Registration
- Economic Impact Reports, DEI, ESG, Contract Compliance etc.

Staffing Solutions 
- Contingent, Permanent/Direct Hire, Onshore, Offshore
- IT, Engineering, Professional, Admin/Clerical, Financial, Creative, HR, Marketing, Scientific, Healthcare

**Awards**
2023 Randstad Sourceright Preferred Supplier
2022 Maye Foster Thompson Minorty Business Advocate - NMSDC
2022 USPAACC Fast 100 Asian American Businesses
…and many more

**Certifications**
WBE and MBE
ISO 9001:2015
ISO 270001:2013
CMMi Level 3 Compliant",4.0,Illinois,US,Rolling Meadows,60008,3601 Algonquin Rd,https://www.linkedin.com/company/viva-usa-inc
45644,ivision,"ivision is a privately held technology integration and management firm, founded in 2004 and headquartered in Atlanta, GA. We provide expert solutions to complex challenges when it comes to security public cloud, digital workspace, enterprise infrastructure and more.

In 2020, ivision partnered with CIVC to increase scale and velocity in delivering exceptional service. In 2021 and 2022, ivision acquired Carve Systems and Plus+ Consulting to broaden its public cloud and cybersecurity scope.

ivision was recently awarded its Great Place to Work Certification™ and has been recognized on the renowned Inc. 500/5000 ranking of the fastest-growing private companies in the U.S. ",3.0,Georgia,US,Atlanta,30339,800 Battery Ave SE,https://www.linkedin.com/company/ivision
46119,Charter Global,"Charter Global fuels IT innovation in projects and business operations by defining strategy and providing consulting, digital solutions, custom development, and skilled resources. With an established customer base of Fortune 1000 industry leaders and over 100 successful project implementations, our experience and proven methodologies enable our professionals to deliver industry-leading solutions in Cloud Technologies, Open Source, DevOps, AI/ML, Pega, Microsoft and SAP platforms.",5.0,Georgia,US,Atlanta,30328,1 Glenlake Pkwy,https://www.linkedin.com/company/charterglobalcg
46305,Compri Consulting,"Compri Consulting is an award-winning information technology (IT) services firm providing solutions to private and public sector organizations.  Our primary service offerings include custom software development projects, and technical staffing of contract, contract-to-hire and direct hire personnel resources.

We have been excelling in IT solutions since 1992. We firmly believe in the importance and value of people and personal relationships. Our organized and unique approach has yielded quality results time after time. 

For job opportunities, please check out http://careerportal.compri.com/#/jobs

",2.0,CO,US,Denver,80205,2601 Blake St. #400,https://www.linkedin.com/company/compri-consulting
46899,Crayon,"Why Crayon?

We believe in the power of technology to drive the greater good. Crayon is a global, people-first, vendor-agnostic company headquartered in Oslo, with more than 4,000 colleagues in 46 countries. We deliver first-class solutions to support customers build their commercial and technical foundation for a successful and secure cloud-first, digital transformation journey.

Our Culture & Values

We consider ourselves to be one big community. Our core values of Integrity, Quality, Pace and Agility were written over 20 years ago based on our Nordic heritage and still hold true to our global environment.

Our Big Ambitions:

We have set big and bold ambitions for our ESG strategy revolving around championing diversity, transitioning towards a greener, net zero GHG emissions and becoming a leader in ESG Product development.",5.0,0,NO,Oslo,0484,Gullhaug Torg 5,https://www.linkedin.com/company/crayon-group
48172,Alpha,"We are Alpha. Multi-industry masters of employing technology to empower visionary leaders at all levels to make the most of every experience possible, in nearly any environment imaginable.",2.0,MN,US,Eden Prairie,55344,7690 Golden Triangle Drive,https://www.linkedin.com/company/alpha-xp
48257,AVI Systems,"Finding a trusted advisor for your audiovisual and unified collaboration solution requirements is no small task. In most cases, these complex technologies are integrated into your IT network. And, you need to know the tech is going to work like it should. 

AVI Systems understands these unique demands placed on the solutions you use to communicate and collaborate. We design complete solutions – from Microsoft Teams and Zoom rooms to customer experience centers – that are intuitive to the user, easy to adopt, and simple to maintain. Our work is reflected in the incredible diversity of collaboration solutions we provide for business, commercial, education, healthcare and government clients across the U.S. and around the world.

Founded in 1974, AVI Systems has 31 locations in the United States. And, as the U.S. Regional Business Unit for GPA, we can deliver globally – to hundreds of cities in more than 50 countries.

Our success is built by more than 1,000 employee-owners. As the only employee-owned audiovisual / unified collaboration systems integrator, we attract and retain the most qualified people and provide them with professional opportunities to grow in their careers.

Together, the team at AVI Systems shares in a conviction that the solutions we design, install and support ultimately create human impact. Working together, we provide the technologies you need to grow, communicate and achieve your goals.",5.0,Minnesota,US,Eden Prairie,55344,9675 76th St W,https://www.linkedin.com/company/avi-systems
49452,Intelinet Systems,"Intelinet Systems, founded in 1982, has established itself as a leading value-added reseller and provider of high quality service and technology solutions.

A Privately owned corporation, its shareholders are actively involved in management and in daily operations. The company continues to experience solid growth in the rapidly changing technology industry. Intelinet Systems is dedicated to providing high quality technology solutions that increase clients'​ efficiency, productivity and profitability. To further benefit its clients, Intelinet Systems formed partnerships with industry leaders including Microsoft, VMware, HP, Cisco, Dell, Citrix, Dell, 

For career opporortunites, visit our see our web site at: 
http://www.intelinetsystems.com/careers.aspx",1.0,Texas,US,Dallas,75248,15150 Preston Rd,https://www.linkedin.com/company/intelinet-systems
49681,OKAYA INFOCOM,"OKAYA was established in 2006 with the mission to enable success for our partners through trust and commitment. We work like a close-knit family, abiding by a strong set of principles that guide all our actions.

TALENT ACQUISITION - Cultivating the best human capital possible is fundamental to organizational growth. We strive to connect each of our client’s unique job requirements with the most suitable professionals.

TECH SOLUTIONS - Firms that innovate their operations with digital transformation gain the competitive edge necessary for growth. We help our customers in their development lifecycles with the latest tools and platforms.

Our headquarters are at OKAYA Centre, a four-tower complex located in Noida, India. While our regional offices in New York and London put us at the heart of the global economy.",3.0,NY,US,Lake Ronkonkoma,11779,4949 Expy Drive North,https://www.linkedin.com/company/okayainc
50226,Rishabh Software,"Rishabh Software is a full-service software development company with 2 decades of experience & a strong focus on digital capabilities such as cloud, analytics, IoT, low-code & more. We offer technology consulting services to mid-size companies & enterprises looking to transform their businesses digitally. Our software product engineering services enable the creation of next-gen digital products. Our talented workforce of 1000+ individuals has served customers across 25+ countries including the US, UK, Europe, Canada, Singapore & Australia. We expertly steer our clients through their digital journey in an agile way towards customer delight as “WE CARE”. We are an ethics-driven company that believes in doing the best for your business.",5.0,Gujarat,IN,Vadodara,390012,"Plot 66, Beside Sigil India,",https://www.linkedin.com/company/rishabh-software
50771,iCorps Technologies,"iCorps Technologies provides relationship-based technology services that cater to businesses with security and compliance at the core of every solution.

With some of the industry's highest client, consultant, and leadership retention rates, our unique blend of technical expertise and exceptional customer service ensures that your business not only meets but exceeds its technology goals. We deliver cost-effective solutions with excellent communication and an overall positive experience through our founder-led, performance-driven culture of entrepreneurial excellence.

We believe that technology, when combined with human expertise, can drive business success and growth. Let iCorps be your strategic partner in driving your business success through innovative technology solutions powered by people and relationships, not just hardware and software.",2.0,Massachusetts,US,Woburn,01801,300 Tradecenter Dr,https://www.linkedin.com/company/icorps-technologies
50801,W3R Consulting,"w3r Consulting is an award-winning, best-in-class IT consulting and management company that delivers enterprise solutions at the intersection of innovation and ingenuity. Organizations throughout the healthcare payor, financial services, and professionals and business services sectors turn to w3r for a strategic, IT-fueled advantage that elevates their stature and capabilities in competitive global markets. As a minority-owned business, w3r brings diverse and multifaceted people from across different backgrounds and life experiences to the table, unlocking the power of unique perspectives and inventive ideas to help clients achieve their evolving goals.",3.0,MI,US,Southfield,48075,Suite 1150,https://www.linkedin.com/company/w3r-consulting
51100,"American Unit, Inc","Company Size: 500 to 1000 employees.

American Unit, Inc. is a leading consulting service provider that helps organizations implement, upgrade and optimize their IT related technology expertise. We have our resources working all over the country, providing core competency in technology consulting services to companies ranging in size from small,  mid-size to Fortune 500  companies. Our proven expertise makes us the ideal strategic partner for most companies in providing industry-focused consulting services. 
IBM’s solution for workplace data integration is IBM TRIRIGA. This solution provides an integrated workplace management system(IWMS).

American Unit is an IBM Business Gold Partner and offer the full TRIRIGA suite of products. Offering professional and expert, business and technical support services, American Unit will successfully implement a solution designed to the client’s specific requirements. American Unit has extensive experience with the full TRIRIGA product. Our TRIRIGA-certified consultants work closely with our clients, delivering on the commitment, providing the highest results. Our clients can be assured of a quality services through, up-to-date and detailed progress reports.

American Unit has been honored time and again for our leadership in the IT industry by such distinguished organizations as Deloitte and Inc. Magazine. We provide our services across the United States.

Our Core Services:-
Managed IT services
Payroll servicing for small to mid market
Business Consulting 
System Integration 
Custom Application Development
Resource augmentation as per clients need 

Solutions:-	
IBM Tririga
IBM Tririga UI/UX
IBM mobile Tririga
IBM Filenet
Guidewire
Enterprise Mobility Solution 
Cloud Computing 
Big Data Management 
Sales Force Automation 
Customer Relation Management 
Collaborations 
Enterprise Resource Planning 
Big Data Management 

Connect with us today Americanunit.com",4.0,TX,US,Plano,75093,Parkway Center l,https://www.linkedin.com/company/american-unit-inc
51301,Concord,"Concord is a technology consultancy blending style with substance to create flawless customer experiences backed by powerful analytics and underwritten by strong data foundations. 

We integrate, optimize, and activate technology & data to accelerate business value.",5.0,MN,US,Minneapolis,55343,509 2nd Avenue South,https://www.linkedin.com/company/concord
51322,"Client Resources, Inc.","CRi is the technology partner business leaders turn to when they want IT Talent and Solutions — from the conventional to the cutting edge. Our consultants call us the “gig” team — “Get it great” isn’t just our motto, it’s ingrained in every member of our team, every day.

We deliver the highest level of technical competency in Mobile, Application Development & Integration, Enterprise IT Strategy, and Application Managed Services.

Incorporated in 1999, CRi is a certified woman-owned Nebraska-based corporation that has received several awards for its growth, quality of service and excellence in business. CRi is recognized locally, regionally and throughout the US as one of the industry leaders in providing Information Technology services and solutions.

Today, CRi employs over 180 IT and business professionals and works with clients across various industries – public sector, healthcare, manufacturing, financial services, banking, retail and travel.",2.0,Nebraska,US,Omaha,68124,2120 S. 72nd Street,https://www.linkedin.com/company/client-resources-inc-
51648,"DMI (Digital Management, LLC)","DMI is a leading global provider of digital services working at the intersection of the public and private sectors. With broad capabilities, including infrastructure support services, cybersecurity, cloud and application development, DMI provides on-site and remote support to clients within governments, healthcare, financial services, transportation, manufacturing, and other critical infrastructure sectors. DMI is continually recognized as a Top Workplace in both regional and national categories. To learn more, please visit www.dminc.com.

IMPORTANT NOTICE:  We have become aware of a cryptocurrency-based scam that misappropriates our logo and utilizes domain names similar to ours. Please be assured that DMI will never, on its own or through a staffing agency, solicit cryptocurrency or other deposits in connection with a job application or similar activity.  If you have been a victim of this scam or any other cyber crime, DMI encourages you to report it to the Internet Crime Complaint Center (IC3) at www.ic3.gov.",5.0,VA,US,McLean,22102,1600 International Drive ,https://www.linkedin.com/company/dmi-digital-management-inc-
51661,ECCO Select,"ECCO Select is recognized as an innovative technology leader providing proven IT services, solutions and staffing to meet your long-term strategic goals and your most urgent business priorities. The Company was established in 1995 and services a diverse client base. ECCO Select offers a host of specialized technology solutions tailored to each client’s unique requirements. 

Services Offered 
* Consulting Solutions 
* Application & Software Development 
* Architecture 
* Data Management 
* Managed Services 
* Program Management 
* Rapid Deployment 
* Security 
* System Integration 
* IT Staffing & Professional Services 

Combining unparalleled expertise as a staffing firm and our full-time consultant staff of over 200 industry experts, ECCO Select's customer-focused delivery model utilizes a broad-spectrum approach that interacts with your company at every level. This enables ECCO Select to anticipate your IT needs and delivers solutions that scale in an ever-changing technology environment. The end result is a responsive, flexible, reliable, high-quality services standard that supports and accelerates your business success. 

Industries Served 
* Energy & Resources 
* Financial Services 
* Government 
* Healthcare 
* Technology & Telecommunications 
* Transportation & Logistics 

A minority and woman-owned business, ECCO Select has earned a reputation for delivering effective communications, aligning high-caliber skill sets and providing specialized IT services. ECCO Select is an equal opportunity employer. 

Solutions Delivered For more information, visit www.ECCOSelect.com, or to speak with an ECCO Select IT solutions expert, email ITSolutions@ECCOSelect.com or call 816.960.3800.",3.0,MO,US,North Kansas City,64116,1601 Iron Street,https://www.linkedin.com/company/ecco-select
52047,Gray,"Gray is a family-owned, fully integrated global service provider specializing in engineering, design, construction, digital, equipment manufacturing, and real estate services. Deeply rooted in EAC services, Gray serves both domestic and international customers across our core markets: Food & Beverage, Manufacturing, Automotive, Distribution, Mission Critical, and Commercial.

Founded in 1960, Gray has grown to encompass an integrated family of brands designed to complement each other’s specialized capabilities. Our robust offering enables us to create one-of-a-kind solutions at the highest levels of customization, delivering precision and partnership to some of the world’s most sophisticated organizations.

We see every project as an opportunity to build meaningful relationships. We do so by giving the customer everything they need—and just a bit more. To us, there’s nothing more rewarding than fulfilling our purpose: to make a difference in people’s lives by creating unforgettable customer experiences and great projects.",5.0,KY,US,Lexington,40507,10 Quality Street,https://www.linkedin.com/company/gray
52136,Infinite Computing Systems,"Since 1997, Infinite Computing Systems has been delivering custom IT solutions that underline value, quality, and reliability. We offer solutions for customer's unique needs providing targeted and customized solutions aimed at real business problems. We have helped over 100 customers in Banking, Insurance, Energy, Distribution, Manufacturing, Oil Field, Construction and Government to translate their business challenges into scalable enterprise applications. Our proven engineering model has enabled us to deliver efficient solutions to clients. We serve customers around the world through our local technology centers headquartered in Cedar Rapids, Iowa, with branches in Dallas, Mumbai, and Bangkok. 

Our comprehensive services include Microsoft 365, Microsoft Dynamics 365, Microsoft Azure, Business Intelligence Solution using MS Power BI & Custom Application Development using .NET, Mobility Services, Product Development, and Global Staffing.

Our credentials include Microsoft Gold Partner and Microsoft Partner Network.
",2.0,IA,US,Cedar Rapids,52401,425 Second St SE,https://www.linkedin.com/company/infinitecomputingsystems
52392,Improving,"Improving is dedicated to building and advancing a great work culture that exemplifies teamwork, excellence, and fun! We believe this inspires and motivates all of us while establishing life-long relationships. Improving is a long-time supporter of the Conscious Capitalism movement. We work to serve the interests of all our stakeholders, establishing trust along the way.

Providing an outstanding work culture is at the forefront of what we do. By producing an environment that generates joy, we believe that our people will be inspired and motivated while also establishing deep-rooted personal and professional relationships along the way. At Improving, our optimistic approach toward open communication, personal growth, and shared rewards has resulted in our sustainable success. At the heart of Improving is our set of core values: Excellence, Involvement, and Dedication.",5.0,Texas,US,Plano,75024,"5445 Legacy Drive, Suite 100",https://www.linkedin.com/company/improving-enterprises
53118,SBS Creatix,"SBS Creatix is an Information Technology service provider specializing in Staff Augmentation, Software Solutions and Direct Placement Recruiting. Our foundation and professional reputation is built on uncompromised quality and an unsurpassed commitment to our Clients AND Employees. 

As our Client, you will experience a professional organization founded on ethics, dedication, and flexibility. 

As our Employee, you will experience exciting projects, career growth, and the best benefit program in the industry.",2.0,Missouri,US,Saint Louis,63131,0,https://www.linkedin.com/company/sbs-creatix
53255,TeamSoft,"TeamSoft is an information technology staffing solutions firm with a mission to link businesses with highly-motivated professionals in the tech industry. 
Our team strives to provide a high-quality fit for both employers and job seekers. Since1996, we have been dedicated to advancing excellence within the technology staffing industry. We take a simplistic but thorough approach to our selection process, which has led us to find the most talented professionals for our clients throughout the US.
At TeamSoft, we specialize in locating top tech talent for our clients. We don't just ""fill"" open roles, either. We listen to our clients to understand their business goals and the technology they will use to support those goals. Our teams are skilled at identifying technology professionals who fit your company culture and are capable of contributing to your business goals. Because our services are customized to address your specific needs, you can also be confident both your short and long-term needs are accounted for. When you partner with us, we find you the perfect fit.
Our services include:
- Contract Staffing
- Direct Hire
- Contract-to-Hire
- Employer of Record
Founded by IT professionals, it should be no surprise that information technology is our specialty. TeamSoft is a distinguished leader in the IT staffing industry, specializing in placing top tech talent almost exclusively in the following sectors:
- Insurance
- Life Sciences
- Financial Services
- Manufacturing
- Public Sector",3.0,Indiana,US,South Bend,46617,431 East Colfax Ave.,https://www.linkedin.com/company/teamsoft-inc
54325,Astreya,"Astreya is the leading IT solutions provider for some of the world's most recognizable and innovative organizations. Our journey started in 2001 in the heart of Silicon Valley and reaches thirty-three countries with over 2200+ IT professionals. We enable businesses to make better decisions, achieve operational efficiency and gain a competitive edge. The Astreya advantage is centered around focus and clear- vision, world-class talent, and innovative technology: Creativity is in our DNA. Our dedicated Software and Service Innovation teams bring best-in-class technology and tools to bear for our clients.",5.0,California,US,San Jose,95110,2033 Gateway Pl,https://www.linkedin.com/company/astreya
54748,CAI,"CAI is a global technology services firm with over 8,700 associates worldwide and a yearly revenue of $1 billion+. We have over 40 years of excellence in uniting talent and technology to power the possible for our clients, colleagues, and communities. As a privately held company, we have the freedom and focus to do what’s right—whatever it takes. Our tailor-made solutions create lasting results across the public and commercial sectors, and we are trailblazers in bringing neurodiversity to the enterprise.",6.0,Pennsylvania,US,Allentown,18104,1390 Ridgeview Drive,https://www.linkedin.com/company/cai-insights
55157,"GROM Associates, Inc.","SAP Strategic Services:

GROM will guide your enterprise through its digital transformation process while delivering true business outcomes. Forward-thinking business leaders know that they need to use modern technology to enhance customer and end user experience, adopt digital transformation and deliver data-driven decision making.  GROM is your trusted advisor to create competitive advantages in a disruptive market, leveraging SAP cloud technologies. 

SAP Implementation Services:

Whether your enterprise is considering a Greenfield, Brownfield or Bluefield implementation approach, GROM has the program and project management expertise to deliver with excellence.  We are fully certified in the S/4 Activate methodology and have experience across all leading project methodologies.

SAP Consulting Services:

GROM has 30 years of experience providing SAP consulting services throughout the Software Development Lifecycle (SDLC). Our staff augmentation services support the Fortune 2000 enterprises and can support your team with highly qualified professionals at the right time for the right price. 
",3.0,NJ,US,Flemington,08822,One Main Street,https://www.linkedin.com/company/grom-associates
55406,GeoLogics Corporation,"GeoLogics is a 30 year old high-technology and technical services company headquartered in Alexandria, Virginia, with regional offices in Alabama, Maryland, South Carolina, Colorado, Texas, California, and Massachusetts.
 
GeoLogics produces mission critical solutions and provides technical support in the areas of research and development, engineering, communications, software, and systems development. GeoLogics was created to provide first-class specialized R&D and engineering services to various organizations so they could concentrate in their core business areas.
 
GeoLogics participates in Aerospace, Defense, and Intelligence projects with senior engineering, science, and Subject Matter Expert (SME) professionals providing the technical staff of federal agencies and government prime contractors with specialized technical knowledge.

GeoLogics employs a nationwide recruiting organization devoted solely to supporting positions and programs protecting our national security in the areas of communications, missile defense, space and ground systems, intel, and C4ISR.  Our competitive compensation and benefit packages are designed specifically around the needs of these talented professionals. Our attention to detail, service, and our devotion to employee satisfaction only serve to further our ability to attract and retain these exceptional candidates. We are a known entity in the industry, and have earned our outstanding reputation among contractors.",3.0,VA,US,Alexandria,22312,5500 Cherokee Avenue,https://www.linkedin.com/company/geologics-corporation
56445,Odyssey Information Services,"Odyssey Information Services is a nationwide consulting firm dedicated to providing our clients with outstanding resources to meet their hiring needs in the areas of technology, assessment, management, logistics, and accounting/finance. 

We provide solutions for corporate changes, headcount restrictions, budget pressures, core business changes, staff augmentation and mergers/acquisitions.
 
Our goal is to provide premier consultants that complete your projects on time and under budget. Our tenured sales and recruiting staff strive to understand your business direction, technical requirements and culture. This understanding ensures the best available resources are allocated to your organization’s staff augmentation needs.",3.0,Texas,US,Plano,75024,7500 Dallas Pkwy,https://www.linkedin.com/company/odyssey-information-services
56758,"Right! Systems, Inc.","Right! Systems, Inc. (RSI) has been providing multi-vendor IT solutions and services to clients in the Pacific Northwest since 1993. We provide deep industry expertise and a portfolio of interrelated consulting, application, and infrastructure services. Our solutions help with increasing productivity and end-user satisfaction, so you can refocus talent and energies on your core business and decrease total cost of ownership.

Our team does this by providing solutions that adapt to our customer’s continuously evolving market, and this is achieved through a collaborative effort. Our engineers are equipped to seamlessly integrate products into your IT Infrastructure and deliver the best solutions that will meet your organization’s unique IT needs. As a comprehensive provider of consulting, integration, procurement, and support services, we are there every step of the way. From the design phase through implementation and beyond, you can be sure we have a solution that will work for you.",2.0,Washington,US,Lacey,98516,2600 Willamette Drive NE,https://www.linkedin.com/company/rightsystemsinc
56862,The Carrera Agency,"The Carrera Agency is a Talent Management Agency specializing in information technology, digital strategy and design. In addition to representing freelance technology and design consultants, Carrera also has two project practices: The Carrera Project Solutions Group and Designing North Studios, a division of Carrera.

Founded in 2002 by three partners who collectively have over 75 years experience in technology, Carrera recognizes the importance of having the right talent in key project and management positions to ensure project success. Carrera’s tenure in the information technology industry has allowed it to create an extensive network of technology and more recently creative professionals, so that it can provide clients with the best talent for their project needs, both locally and nationally.",2.0,California,US,Irvine,92618,530 Technology Dr.,https://www.linkedin.com/company/the-carrera-agency
56915,Teamware Solutions a division of Quantum Leap Consulting Pvt. Ltd,"Teamware Solutions, a business division of Quantum Leap Consulting Private Limited, offers cutting edge industry solutions for deriving business value for our clients'​ IT initiatives. Offering deep domain expertise in Banking, Financial Services and Insurance, Oil and Gas, Infrastructure, Manufacturing, Retail, Telecom and Healthcare industries, Teamware leads its service in offering skills augmentation and professional consulting services. 

With over 1700 professionals deputed across India, USA, Middle East and APAC, our major clients include Captive IT units in India, Product Companies and IT Services firms.

Our Vision
Our Vision is to be among the top 10 largest global Professional Services firm in the Information Technology Space; we aim to achieve this by 2023, when we complete 20 years.

We shall achieve our vision by pursuing the following:

By making our processes the key foundation of our service offerings; Our processes would be designed and structured to enable speed, accuracy and scale, the three most important elements that our customers expect from our services.

By focusing and building on Global Markets and achieving Global scale.
By not compromising on our values.

Our Values
Our employees come first, our customers second. The very purpose and existence of Teamware is for the welfare and well being of its employees. We believe that by ensuring this, customer satisfaction and delight will naturally happen.

We shall be honest, fair and reliable in our dealings with external relationships.

While pursuing our professional goals, We shall do so by creating a work environment that brings out our best in enthusiasm, creativity, comradeship and above all, fun.",5.0,Tamilnadu,IN,Chennai,600017,"6th Floor, KASI Arcade",https://www.linkedin.com/company/teamware-solutions
57010,Syntax,"Since 1972, Syntax has been providing comprehensive technology solutions to businesses of all sizes with thousands of customers trusting Syntax with their IT services and ERP needs.

Today, Syntax is a leading Managed Cloud Provider for Mission Critical Enterprise Applications. Syntax has undisputed strength to implement and manage ERP deployments (Oracle, SAP) in a secure, resilient, private, public or hybrid cloud.

With strong technical and functional consulting services, and world class monitoring & automation, Syntax serves corporations across a diverse range of industries and markets.

Syntax has offices worldwide, and partners with Oracle, SAP, AWS, Microsoft, IBM and other global technology leaders.

Our award-winning team offers an extensive array of services and support including: 

• Managed services and enterprise cloud hosting
• Security Services
• Application Managed Services
• Strategic consulting 
• Project management 
• Systems integration 
• Design and development 
• Programming 
• Installation 
• Training 
• Post installation application & technology audits",5.0,Quebec,CA,Montreal,H3B 4S6,1 Place Ville-Marie,https://www.linkedin.com/company/syntax_57010
57421,USDM Life Sciences,"How fast can a life sciences organization move with innovative information technology at the core of every action?  What if routine, regulated tasks across departments and continents were automated? What if business insights soared from carefully crafted algorithms that fueled confident business decisions? What if the scientific discovery was made safer and faster without the fear of an imminent FDA audit? Life sciences companies are challenged because the very core of their work is about human existence – improving and extending life itself. Regulators have massive civic responsibilities, but the government regulations slow the advancement of life sciences and medicine.

At USDM Life Sciences, our purpose is to bring clarity and action at the interplay of technology and regulations to help biotech, pharma, and medical device companies deliver trailblazing outcomes. We help our customers utilize cutting-edge technology to increase their speed to market while ensuring continuous compliance and patient safety. Google, Microsoft, Amazon, Oracle, and every other top technology company trust USDM to ensure their technology is adopted effectively, powerfully, and in compliance. Thousands of life science companies choose USDM to bring the future of work into the present. We make digital transformation in highly regulated areas possible, even simple, and everyone wins –  especially the patient.  

Technology optimized. Compliance simplified. 
",3.0,CA,US,Santa Barbara,93101,535 Chapala St,https://www.linkedin.com/company/usdm
57432,Trace3,"Trace3 delivers business transformation. The firm consults on, integrates, and operates convergent solutions across data, security, and cloud that embrace emerging technology and drive measurable business value for its clients.",5.0,California,US,Irvine,92618,7505 Irvine Center Dr,https://www.linkedin.com/company/trace3
57619,tCognition,"tCognition is a Certified Minority-Based Enterprise that specializes in IT and Professional Services, with a focus on software development for Emerging Technologies. We have established an AI/ML Center of Excellence dedicated to developing Conversational AI solutions, aiming to enhance customer engagement through advanced voice and visual components integration. Additionally, tCognition has developed Xseed.AI, an AI-powered Applicant Tracking System designed to optimize the recruitment process. ",2.0,MA,US,Boston,02119,70 Kemble Street,https://www.linkedin.com/company/tcognition
58195,CSI,"CSI, a Consulting Solutions company, is a technology workforce and consulting services provider with a focus on delivering IT workforce and consulting solutions with a focus on digital transformation, ERP (Oracle), and Workforce Management (UKG/Kronos). Learn more about how CSI’s IT workforce solutions and strategic consulting services can help fuel enterprise transformation. Visit www.csifl.com. ",2.0,FL,US,Tallahassee,32312,3512 Maclay Blvd S,https://www.linkedin.com/company/consulting-solutions-international
