salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
10837,3891274731,161800.0,,97100.0,YEARLY,USD,BASE_SALARY
10847,3894568365,,23.3,,HOURLY,USD,BASE_SALARY
10849,3894560863,100000.0,,60000.0,MONTHLY,USD,BASE_SALARY
10856,3895543911,225500.0,,121800.0,YEARLY,USD,BASE_SALARY
10860,3894569158,,25.72,,HOURLY,USD,BASE_SALARY
10864,3895551964,330000.0,,216000.0,YEARLY,USD,BASE_SALARY
10866,3891276701,19.62,,13.08,HOURLY,USD,BASE_SALARY
10868,3895548437,150200.0,,109200.0,YEARLY,USD,BASE_SALARY
10886,3895557915,204700.0,,125300.0,YEARLY,USD,BASE_SALARY
10902,3895564983,22.0,,19.0,HOURLY,USD,BASE_SALARY
10903,3895560805,95000.0,,68000.0,YEARLY,USD,BASE_SALARY
10930,3895546133,146875.0,,81250.0,YEARLY,USD,BASE_SALARY
10935,3891252959,72800.0,,62400.0,YEARLY,USD,BASE_SALARY
10937,3895564984,185350.0,,134800.0,YEARLY,USD,BASE_SALARY
10946,3894580811,30.0,,26.0,HOURLY,USD,BASE_SALARY
10950,3895547804,190000.0,,110000.0,YEARLY,USD,BASE_SALARY
10959,3895561419,95000.0,,63000.0,YEARLY,USD,BASE_SALARY
10967,3895545846,170000.0,,100000.0,YEARLY,USD,BASE_SALARY
10982,3895554718,150000.0,,80000.0,YEARLY,USD,BASE_SALARY
10985,3891282410,224300.0,,133520.0,YEARLY,USD,BASE_SALARY
10989,3891278670,19.62,,13.08,HOURLY,USD,BASE_SALARY
10991,3894577520,160000.0,,140000.0,YEARLY,USD,BASE_SALARY
10997,3891278669,26.06,,17.4,HOURLY,USD,BASE_SALARY
11002,3894584527,94000.0,,84000.0,YEARLY,USD,BASE_SALARY
11004,3895595511,180000.0,,150000.0,YEARLY,USD,BASE_SALARY
11008,3895597057,245750.0,,148940.0,YEARLY,USD,BASE_SALARY
11009,3895594466,52000.0,,40000.0,YEARLY,USD,BASE_SALARY
11015,3895595509,,21.63,,HOURLY,USD,BASE_SALARY
11016,3895563379,132000.0,,88000.0,YEARLY,USD,BASE_SALARY
11017,3894575941,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
11018,3895593867,80000.0,,62000.0,YEARLY,USD,BASE_SALARY
11030,3894566589,,28.79,,HOURLY,USD,BASE_SALARY
11041,3895541651,124550.0,,68900.0,YEARLY,USD,BASE_SALARY
11044,3895593517,19.0,,17.0,HOURLY,USD,BASE_SALARY
11056,3894580810,150000.0,,133000.0,YEARLY,USD,BASE_SALARY
11057,3894578738,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
11064,3894586890,180900.0,,144720.0,YEARLY,USD,BASE_SALARY
11066,3895551063,190000.0,,110000.0,YEARLY,USD,BASE_SALARY
11069,3894584487,241000.0,,189000.0,YEARLY,USD,BASE_SALARY
11071,3894569023,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
11078,3895593446,380360.0,,230600.0,YEARLY,USD,BASE_SALARY
11101,3894580181,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
11106,3894570073,,30.29,,HOURLY,USD,BASE_SALARY
11152,3891292607,185000.0,,140000.0,YEARLY,USD,BASE_SALARY
11154,3891268973,126000.0,,84750.0,YEARLY,USD,BASE_SALARY
11160,3895592755,70000.0,,54000.0,YEARLY,USD,BASE_SALARY
11167,3895595514,,16.0,,HOURLY,USD,BASE_SALARY
11169,3895590872,55000.0,,50000.0,YEARLY,USD,BASE_SALARY
11171,3895555691,330000.0,,216000.0,YEARLY,USD,BASE_SALARY
11185,3886150898,170000.0,,130000.0,YEARLY,USD,BASE_SALARY
11186,3895803221,301150.0,,192700.0,YEARLY,USD,BASE_SALARY
11198,3894567533,,28.5,,HOURLY,USD,BASE_SALARY
11200,3894590099,134320.0,,93440.0,YEARLY,USD,BASE_SALARY
11203,3894588811,143000.0,,91000.0,YEARLY,USD,BASE_SALARY
11209,3894584488,241000.0,,189000.0,YEARLY,USD,BASE_SALARY
11210,3895593519,,17.0,,HOURLY,USD,BASE_SALARY
11212,3895566723,26.11,,19.04,HOURLY,USD,BASE_SALARY
11213,3895802671,163000.0,,108000.0,YEARLY,USD,BASE_SALARY
11226,3894618503,123000.0,,54000.0,YEARLY,USD,BASE_SALARY
11232,3895801295,164050.0,,113100.0,YEARLY,USD,BASE_SALARY
11234,3895595508,17.25,,16.5,HOURLY,USD,BASE_SALARY
11241,3895565949,190485.0,,127755.0,YEARLY,USD,BASE_SALARY
11270,3894612730,137000.0,,60400.0,YEARLY,USD,BASE_SALARY
11284,3895591727,20.0,,18.0,HOURLY,USD,BASE_SALARY
11287,3895550433,190000.0,,110000.0,YEARLY,USD,BASE_SALARY
11305,3894616657,220000.0,,96600.0,YEARLY,USD,BASE_SALARY
11306,3894586906,230000.0,,160000.0,YEARLY,USD,BASE_SALARY
11340,3894611268,83000.0,,71000.0,YEARLY,USD,BASE_SALARY
11341,3894617510,250000.0,,110100.0,YEARLY,USD,BASE_SALARY
11353,3895541646,183300.0,,101400.0,YEARLY,USD,BASE_SALARY
11357,3894603792,150000.0,,135000.0,YEARLY,USD,BASE_SALARY
11358,3891800373,314600.0,,169400.0,YEARLY,USD,BASE_SALARY
11366,3895597115,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
11371,3895551103,100000.0,,60000.0,YEARLY,USD,BASE_SALARY
11372,3894584526,233000.0,,200000.0,YEARLY,USD,BASE_SALARY
11379,3894588048,,18.38,,HOURLY,USD,BASE_SALARY
11388,3895552958,330000.0,,216000.0,YEARLY,USD,BASE_SALARY
11389,3895808425,120000.0,,89834.0,YEARLY,USD,BASE_SALARY
11395,3895816461,149900.0,,108100.0,YEARLY,USD,BASE_SALARY
11400,3895803986,408250.0,,264000.0,YEARLY,USD,BASE_SALARY
11401,3894618542,193000.0,,84600.0,YEARLY,USD,BASE_SALARY
11468,3891802576,67.2,,50.0,HOURLY,USD,BASE_SALARY
11486,3895806431,230000.0,,148000.0,YEARLY,USD,BASE_SALARY
11490,3894571846,125000.0,,85000.0,YEARLY,USD,BASE_SALARY
11495,3895804790,339250.0,,180000.0,YEARLY,USD,BASE_SALARY
11496,3895596246,,20.0,,HOURLY,USD,BASE_SALARY
11499,3895803991,224250.0,,152000.0,YEARLY,USD,BASE_SALARY
11500,3895811016,419750.0,,220000.0,YEARLY,USD,BASE_SALARY
11517,3894619122,193000.0,,84600.0,YEARLY,USD,BASE_SALARY
11531,3895597903,214150.0,,147700.0,YEARLY,USD,BASE_SALARY
11535,3894616683,193000.0,,84600.0,YEARLY,USD,BASE_SALARY
11570,3895567582,218185.0,,158680.0,YEARLY,USD,BASE_SALARY
11580,3895804762,25.0,,17.5,HOURLY,USD,BASE_SALARY
11592,3891276336,156500.0,,127500.0,YEARLY,USD,BASE_SALARY
11598,3894617533,172000.0,,75600.0,YEARLY,USD,BASE_SALARY
11608,3895809963,269000.0,,144000.0,YEARLY,USD,BASE_SALARY
11610,3891285824,214000.0,,171000.0,YEARLY,USD,BASE_SALARY
11614,3895562404,138000.0,,92000.0,YEARLY,USD,BASE_SALARY
11616,3894641485,30.0,,26.0,HOURLY,USD,BASE_SALARY
11622,3895805482,135000.0,,112500.0,YEARLY,USD,BASE_SALARY
11625,3894582145,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
11643,3895803229,301150.0,,192700.0,YEARLY,USD,BASE_SALARY
11645,3894611172,191500.0,,136800.0,YEARLY,USD,BASE_SALARY
11658,3891280031,160000.0,,125000.0,YEARLY,USD,BASE_SALARY
11659,3895813108,274900.0,,149900.0,YEARLY,USD,BASE_SALARY
11677,3894620739,140000.0,,86200.0,YEARLY,USD,BASE_SALARY
11680,3895804087,85000.0,,75001.0,YEARLY,USD,BASE_SALARY
11705,3895803993,339250.0,,220000.0,YEARLY,USD,BASE_SALARY
11714,3894564164,,22.0,,HOURLY,USD,BASE_SALARY
11728,3891805744,80000.0,,80000.0,YEARLY,USD,BASE_SALARY
11755,3894606915,137000.0,,93600.0,YEARLY,USD,BASE_SALARY
11767,3891281763,123220.0,,75590.0,YEARLY,USD,BASE_SALARY
11771,3895809546,154000.0,,92000.0,YEARLY,USD,BASE_SALARY
11774,3895809547,122000.0,,88000.0,YEARLY,USD,BASE_SALARY
11775,3895805293,200200.0,,133000.0,YEARLY,USD,BASE_SALARY
11776,3894568364,,28.5,,HOURLY,USD,BASE_SALARY
11810,3895844483,80000.0,,65000.0,YEARLY,USD,BASE_SALARY
11822,3894624048,227000.0,,195000.0,YEARLY,USD,BASE_SALARY
11832,3895596245,,20.0,,HOURLY,USD,BASE_SALARY
11838,3895803970,130000.0,,115000.0,YEARLY,USD,BASE_SALARY
11868,3895806990,222700.0,,124000.0,YEARLY,USD,BASE_SALARY
11869,3895807724,122000.0,,74000.0,YEARLY,USD,BASE_SALARY
11881,3895825593,,18.3,,HOURLY,USD,BASE_SALARY
11890,3894613123,57.0,,50.0,HOURLY,USD,BASE_SALARY
11895,3895809560,200000.0,,180000.0,YEARLY,USD,BASE_SALARY
11901,3895827705,34.0,,30.0,HOURLY,USD,BASE_SALARY
11931,3895803148,119000.0,,98000.0,YEARLY,USD,BASE_SALARY
11935,3895807277,90000.0,,65000.0,YEARLY,USD,BASE_SALARY
11940,3894669458,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
12054,3901460009,15.0,,15.0,HOURLY,USD,BASE_SALARY
12066,3898161133,90000.0,,85000.0,YEARLY,USD,BASE_SALARY
12094,3901459036,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
12095,3901460828,80000.0,,75000.0,YEARLY,USD,BASE_SALARY
12101,3901477340,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
12133,3898155767,115000.0,,85000.0,YEARLY,USD,BASE_SALARY
12134,3901459319,105000.0,,90000.0,YEARLY,USD,BASE_SALARY
12136,3898156583,175000.0,,107000.0,YEARLY,USD,BASE_SALARY
12156,3898161254,105000.0,,100000.0,YEARLY,USD,BASE_SALARY
12168,3901470861,55.0,,55.0,HOURLY,USD,BASE_SALARY
12176,3900069059,125000.0,,100000.0,YEARLY,USD,BASE_SALARY
12184,3898162048,150000.0,,150000.0,YEARLY,USD,BASE_SALARY
12185,3900067885,40.0,,20.0,HOURLY,USD,BASE_SALARY
12201,3898161303,,40.0,,HOURLY,USD,BASE_SALARY
12217,3901617805,,70000.0,,YEARLY,USD,BASE_SALARY
12226,3901458351,150000.0,,126300.0,YEARLY,USD,BASE_SALARY
12231,3898160286,112440.0,,74760.0,YEARLY,USD,BASE_SALARY
12244,3900070598,30.0,,27.0,YEARLY,USD,BASE_SALARY
12257,3901464581,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
12265,3898160150,50.0,,45.0,HOURLY,USD,BASE_SALARY
12276,3901623082,70.0,,60.0,HOURLY,USD,BASE_SALARY
12282,3901472402,160000.0,,130000.0,YEARLY,USD,BASE_SALARY
12288,3901629178,,28.0,,HOURLY,USD,BASE_SALARY
12290,3900070405,,90.0,,HOURLY,USD,BASE_SALARY
12306,3901628281,55.0,,55.0,HOURLY,USD,BASE_SALARY
12307,3900066300,199000.0,,169000.0,YEARLY,USD,BASE_SALARY
12311,3901625829,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
12315,3901625825,150.0,,140.0,HOURLY,USD,BASE_SALARY
12317,3900069606,13.0,,11.0,HOURLY,USD,BASE_SALARY
12321,3898156788,120000.0,,110000.0,YEARLY,USD,BASE_SALARY
12337,3900064561,140000.0,,125000.0,YEARLY,USD,BASE_SALARY
12368,3901628438,75.0,,70.0,HOURLY,USD,BASE_SALARY
12372,3900076068,52.0,,47.0,HOURLY,USD,BASE_SALARY
12382,3898162128,50.0,,40.0,HOURLY,USD,BASE_SALARY
12409,3898155925,80.0,,65.0,HOURLY,USD,BASE_SALARY
12416,3900071058,47.0,,45.0,HOURLY,USD,BASE_SALARY
12430,3898158831,75.0,,70.0,HOURLY,USD,BASE_SALARY
12438,3901628456,,18.0,,HOURLY,USD,BASE_SALARY
12456,3898161486,26.0,,22.0,HOURLY,USD,BASE_SALARY
12457,3898162368,120000.0,,110000.0,YEARLY,USD,BASE_SALARY
12480,3901608728,267000.0,,205000.0,YEARLY,USD,BASE_SALARY
12485,3898159387,36.5,,30.0,HOURLY,USD,BASE_SALARY
12488,3900074466,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
12532,3901635546,180000.0,,160000.0,YEARLY,USD,BASE_SALARY
12547,3900078012,144100.0,,106210.0,YEARLY,USD,BASE_SALARY
12561,3901491617,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
12570,3898157991,190000.0,,170000.0,YEARLY,USD,BASE_SALARY
12576,3901619556,175100.0,,103600.0,YEARLY,USD,BASE_SALARY
12595,3898160825,60.0,,55.0,HOURLY,USD,BASE_SALARY
12600,3898162735,26.0,,22.0,HOURLY,USD,BASE_SALARY
12602,3901628867,150000.0,,140000.0,YEARLY,USD,BASE_SALARY
12607,3901632159,104000.0,,79000.0,YEARLY,USD,BASE_SALARY
12618,3900079036,190000.0,,160000.0,YEARLY,USD,BASE_SALARY
12629,3900075168,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
12645,3901634030,63.8,,53.8,HOURLY,USD,BASE_SALARY
12649,3898163466,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
12652,3900079074,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
12669,3898159969,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
12673,3900072860,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
12676,3898163514,105000.0,,90000.0,YEARLY,USD,BASE_SALARY
12682,3900075250,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
12687,3901649537,80.0,,70.0,HOURLY,USD,BASE_SALARY
12696,3900079030,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
12699,3898165112,160000.0,,130000.0,YEARLY,USD,BASE_SALARY
12715,3901630237,,20.0,,HOURLY,USD,BASE_SALARY
12721,3898162234,192000.0,,123000.0,YEARLY,USD,BASE_SALARY
12726,3898163588,,62.0,,HOURLY,USD,BASE_SALARY
12731,3898158993,115000.0,,110000.0,YEARLY,USD,BASE_SALARY
12734,3901644857,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
12768,3898165332,60.0,,45.0,HOURLY,USD,BASE_SALARY
12778,3898163508,,45.0,,HOURLY,USD,BASE_SALARY
12787,3898159929,190000.0,,150000.0,YEARLY,USD,BASE_SALARY
12788,3898166023,32.0,,28.0,HOURLY,USD,BASE_SALARY
12791,3901643523,,80.0,,HOURLY,USD,BASE_SALARY
12798,3901651785,125000.0,,85000.0,YEARLY,USD,BASE_SALARY
12799,3898161465,60.0,,50.0,HOURLY,USD,BASE_SALARY
12807,3901637484,175000.0,,145000.0,YEARLY,USD,BASE_SALARY
12823,3901658480,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
12831,3900073354,,15.0,,HOURLY,USD,BASE_SALARY
12834,3901459057,,100000.0,,YEARLY,USD,BASE_SALARY
12849,3900068157,20.0,,15.0,HOURLY,USD,BASE_SALARY
12853,3900077583,190000.0,,150000.0,YEARLY,USD,BASE_SALARY
12858,3898162741,250000.0,,200000.0,YEARLY,USD,BASE_SALARY
12876,3898166058,140000.0,,120000.0,YEARLY,USD,BASE_SALARY
12883,3898162882,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
12901,3900079587,28.0,,25.0,HOURLY,USD,BASE_SALARY
12906,3901632090,,18.0,,HOURLY,USD,BASE_SALARY
12913,3898163407,,50.0,,HOURLY,USD,BASE_SALARY
12914,3898171229,137927.0,,93759.0,YEARLY,USD,BASE_SALARY
12933,3901632099,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
12936,3898165137,282200.0,,133600.0,YEARLY,USD,BASE_SALARY
12943,3898169674,50.0,,45.0,HOURLY,USD,BASE_SALARY
12959,3900084069,105000.0,,78750.0,YEARLY,USD,BASE_SALARY
12967,3898161458,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
12968,3898171094,6570.0,,65.0,HOURLY,USD,BASE_SALARY
12988,3898165671,124000.0,,86800.0,YEARLY,USD,BASE_SALARY
13000,3898157755,230000.0,,170000.0,YEARLY,USD,BASE_SALARY
13015,3898164409,50000.0,,40000.0,YEARLY,USD,BASE_SALARY
13019,3898164728,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
13028,3898156762,49.9,,45.0,HOURLY,USD,BASE_SALARY
13051,3901677447,,750000.0,,YEARLY,USD,BASE_SALARY
13058,3901682279,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
13067,3901678524,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
13071,3898170701,23.0,,16.0,HOURLY,USD,BASE_SALARY
13072,3898160712,160000.0,,140000.0,YEARLY,USD,BASE_SALARY
13085,3900091279,189420.0,,136500.0,YEARLY,USD,BASE_SALARY
13092,3898167801,85.0,,80.0,HOURLY,USD,BASE_SALARY
13094,3901669073,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
13104,3901633051,22.31,,20.0,HOURLY,USD,BASE_SALARY
13122,3900082209,205000.0,,130000.0,YEARLY,USD,BASE_SALARY
13131,3901663762,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
13135,3898165424,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
13167,3901801491,140000.0,,80000.0,YEARLY,USD,BASE_SALARY
13183,3901698832,180000.0,,160000.0,YEARLY,USD,BASE_SALARY
13204,3901687519,75000.0,,66000.0,YEARLY,USD,BASE_SALARY
13205,3857348297,,100000.0,,YEARLY,USD,BASE_SALARY
13206,3901685975,90.0,,85.0,HOURLY,USD,BASE_SALARY
13216,3901695820,75000.0,,40000.0,YEARLY,USD,BASE_SALARY
13229,3900080215,125000.0,,90000.0,YEARLY,USD,BASE_SALARY
13232,3898177716,65.0,,55.0,HOURLY,USD,BASE_SALARY
13233,3898161455,65.0,,55.0,HOURLY,USD,BASE_SALARY
13249,3901697248,180000.0,,145000.0,YEARLY,USD,BASE_SALARY
13251,3898164346,,18.22,,HOURLY,USD,BASE_SALARY
13269,3898163598,105000.0,,90000.0,YEARLY,USD,BASE_SALARY
13270,3901676576,190000.0,,170000.0,YEARLY,USD,BASE_SALARY
13280,3900091012,30.0,,26.0,HOURLY,USD,BASE_SALARY
13304,3898158809,60.0,,50.0,HOURLY,USD,BASE_SALARY
13318,3898165389,145000.0,,135000.0,YEARLY,USD,BASE_SALARY
13322,3900096011,184600.0,,92300.0,YEARLY,USD,BASE_SALARY
13323,3898173131,135000.0,,99000.0,YEARLY,USD,BASE_SALARY
13324,3901649436,140000.0,,90000.0,YEARLY,USD,BASE_SALARY
13336,3898167291,140000.0,,130000.0,YEARLY,USD,BASE_SALARY
13343,3901634883,,70000.0,,YEARLY,USD,BASE_SALARY
13347,3901692909,276900.0,,104400.0,YEARLY,USD,BASE_SALARY
13361,3901694871,275950.0,,150800.0,YEARLY,USD,BASE_SALARY
13363,3901652476,,75.0,,HOURLY,USD,BASE_SALARY
13387,3898163038,150000.0,,110000.0,YEARLY,USD,BASE_SALARY
13391,3901636023,,55000.0,,YEARLY,USD,BASE_SALARY
13416,3901690303,176500.0,,151000.0,YEARLY,USD,BASE_SALARY
13418,3898173401,50.0,,40.0,HOURLY,USD,BASE_SALARY
13430,3901696437,115100.0,,75000.0,YEARLY,USD,BASE_SALARY
13444,3900080723,,110400.0,,YEARLY,USD,BASE_SALARY
13445,3898163928,122900.0,,90900.0,YEARLY,USD,BASE_SALARY
13454,3901696183,150000.0,,124100.0,YEARLY,USD,BASE_SALARY
13464,3901695667,65.0,,60.0,HOURLY,USD,BASE_SALARY
13477,3898171204,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
13486,3901678713,60.0,,55.0,HOURLY,USD,BASE_SALARY
13488,3901694739,65.0,,55.0,HOURLY,USD,BASE_SALARY
13500,3898162137,65.0,,60.0,HOURLY,USD,BASE_SALARY
13512,3898157950,194805.0,,129935.0,YEARLY,USD,BASE_SALARY
13524,3901626947,72.0,,70.0,HOURLY,USD,BASE_SALARY
13525,3900086850,189420.0,,136500.0,YEARLY,USD,BASE_SALARY
13535,3900088932,30.0,,26.0,HOURLY,USD,BASE_SALARY
13607,3900075033,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
13614,3901669738,80.0,,60.0,HOURLY,USD,BASE_SALARY
13616,3898171698,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
13625,3901692714,48.0,,45.0,HOURLY,USD,BASE_SALARY
13629,3898173009,350000.0,,250000.0,YEARLY,USD,BASE_SALARY
13641,3900069829,30.0,,30.0,HOURLY,USD,BASE_SALARY
13655,3901687906,150000.0,,104000.0,YEARLY,USD,BASE_SALARY
13673,3901496931,70.0,,60.0,HOURLY,USD,BASE_SALARY
13686,3900090678,71000.0,,63000.0,YEARLY,USD,BASE_SALARY
13695,3901699515,170000.0,,130000.0,YEARLY,USD,BASE_SALARY
13731,3901802160,60.0,,55.0,HOURLY,USD,BASE_SALARY
13739,3898174472,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
13744,3901638345,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
13770,3898167158,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
13806,3901692773,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
13828,3901689073,60.0,,50.0,HOURLY,USD,BASE_SALARY
13829,3900080334,125000.0,,90000.0,YEARLY,USD,BASE_SALARY
13839,3898164248,,38.0,,HOURLY,USD,BASE_SALARY
13859,3898174495,221000.0,,170000.0,YEARLY,USD,BASE_SALARY
13866,3898169998,23.0,,20.0,HOURLY,USD,BASE_SALARY
13903,3900081341,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
13930,3901693349,100.0,,80.0,HOURLY,USD,BASE_SALARY
13937,3901676257,250000.0,,175000.0,YEARLY,USD,BASE_SALARY
13943,3898167925,152000.0,,137000.0,YEARLY,USD,BASE_SALARY
13962,3898173655,185900.0,,106700.0,YEARLY,USD,BASE_SALARY
13965,3900081276,125000.0,,90000.0,YEARLY,USD,BASE_SALARY
13973,3898163607,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
13987,3898178326,134000.0,,89000.0,YEARLY,USD,BASE_SALARY
13988,3901637148,55.0,,50.0,YEARLY,USD,BASE_SALARY
13996,3901698659,206000.0,,129000.0,YEARLY,USD,BASE_SALARY
14018,3901647821,69.67,,57.5,HOURLY,USD,BASE_SALARY
14020,3898172109,170000.0,,165000.0,YEARLY,USD,BASE_SALARY
14040,3900078578,350000.0,,250000.0,YEARLY,USD,BASE_SALARY
14048,3901484808,70000.0,,56000.0,YEARLY,USD,BASE_SALARY
14059,3898174032,90.0,,70.0,HOURLY,USD,BASE_SALARY
14079,3900098018,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
14083,3898175190,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
14086,3901696072,350000.0,,161000.0,YEARLY,USD,BASE_SALARY
14099,3898183032,200000.0,,146000.0,YEARLY,USD,BASE_SALARY
14120,3901671915,60.0,,55.0,HOURLY,USD,BASE_SALARY
14123,3901679358,85200.0,,56800.0,YEARLY,USD,BASE_SALARY
14131,3901633252,,105000.0,,YEARLY,USD,BASE_SALARY
14136,3900089527,71000.0,,63000.0,YEARLY,USD,BASE_SALARY
14139,3901684810,150000.0,,133000.0,YEARLY,USD,BASE_SALARY
14140,3898172336,100.0,,80.0,HOURLY,USD,BASE_SALARY
14154,3898172434,,167000.0,,YEARLY,USD,BASE_SALARY
14158,3901670043,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
14170,3901685996,108000.0,,72000.0,YEARLY,USD,BASE_SALARY
14173,3901672680,175000.0,,108000.0,YEARLY,USD,BASE_SALARY
14177,3898167282,37.0,,30.0,HOURLY,USD,BASE_SALARY
14186,3898167083,105000.0,,95000.0,YEARLY,USD,BASE_SALARY
14199,3901678526,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
14203,3901664312,246500.0,,177000.0,YEARLY,USD,BASE_SALARY
14224,3901800040,,166000.0,,YEARLY,USD,BASE_SALARY
14230,3898161834,,31.95,,HOURLY,USD,BASE_SALARY
14252,3898160874,235000.0,,185000.0,YEARLY,USD,BASE_SALARY
14254,3901632907,180000.0,,130000.0,YEARLY,USD,BASE_SALARY
14258,3898176316,278846.0,,221154.0,YEARLY,USD,BASE_SALARY
14290,3901683632,60.0,,45.0,HOURLY,USD,BASE_SALARY
14295,3898172093,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
14309,3901668910,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
14334,3898169612,34.0,,30.0,HOURLY,USD,BASE_SALARY
14341,3901665818,170000.0,,120000.0,YEARLY,USD,BASE_SALARY
14388,3898173366,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
14391,3898167175,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
14415,3898163651,30.0,,25.0,HOURLY,USD,BASE_SALARY
14435,3898164466,140000.0,,90000.0,YEARLY,USD,BASE_SALARY
14457,3901680321,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
14458,3898177281,102.0,,76.0,HOURLY,USD,BASE_SALARY
14459,3898167872,149880.0,,64974.0,YEARLY,USD,BASE_SALARY
14491,3901694512,47.0,,38.0,HOURLY,USD,BASE_SALARY
14510,3901672668,60000.0,,45000.0,YEARLY,USD,BASE_SALARY
14513,3901692993,283500.0,,162000.0,YEARLY,USD,BASE_SALARY
14516,3898163687,65.0,,55.0,HOURLY,USD,BASE_SALARY
14522,3901667417,190000.0,,170000.0,YEARLY,USD,BASE_SALARY
14531,3901695289,234000.0,,122000.0,YEARLY,USD,BASE_SALARY
14538,3901663404,195000.0,,170000.0,YEARLY,USD,BASE_SALARY
14552,3901633025,,18.0,,HOURLY,USD,BASE_SALARY
14553,3898173410,200000.0,,170000.0,YEARLY,USD,BASE_SALARY
14593,3901675134,190000.0,,155000.0,YEARLY,USD,BASE_SALARY
14611,3901684766,100000.0,,75000.0,YEARLY,USD,BASE_SALARY
14614,3901682364,200000.0,,175000.0,YEARLY,USD,BASE_SALARY
14631,3898163502,55000.0,,45000.0,YEARLY,USD,BASE_SALARY
14638,3898169664,67.0,,58.0,HOURLY,USD,BASE_SALARY
14653,3898165265,55000.0,,45000.0,YEARLY,USD,BASE_SALARY
14662,3901691656,80.0,,59.0,HOURLY,USD,BASE_SALARY
14665,3898177298,53.0,,48.0,HOURLY,USD,BASE_SALARY
14676,3898174587,138600.0,,92400.0,YEARLY,USD,BASE_SALARY
14709,3899516746,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
14714,3901162220,50.0,,45.0,HOURLY,USD,BASE_SALARY
14717,3902905649,60.0,,60.0,HOURLY,USD,BASE_SALARY
14718,3899521210,235000.0,,185000.0,YEARLY,USD,BASE_SALARY
14728,3899521401,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
14731,3899518945,100000.0,,95000.0,YEARLY,USD,BASE_SALARY
14734,3899518895,,31.83,,HOURLY,USD,BASE_SALARY
14755,3899518316,87707.0,,54800.0,YEARLY,USD,BASE_SALARY
14759,3899513995,87707.0,,54800.0,YEARLY,USD,BASE_SALARY
14765,3899517708,145000.0,,100000.0,YEARLY,USD,BASE_SALARY
14769,3901157861,320000.0,,280000.0,YEARLY,USD,BASE_SALARY
14786,3901163988,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
14814,3902924244,75.0,,70.0,HOURLY,USD,BASE_SALARY
14826,3899521860,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
14831,3899523375,80.0,,75.0,HOURLY,USD,BASE_SALARY
14837,3899519771,,60.0,,HOURLY,USD,BASE_SALARY
14864,3902922282,50.0,,50.0,HOURLY,USD,BASE_SALARY
